domain_id,domain,tld,domain_length,subdomain_count,hyphen_count,digit_count,contains_fifa_keyword,contains_ticket_keyword,contains_official_keyword,contains_stream_keyword,contains_reward_keyword,typosquat_distance_to_fifa,registrar,whois_age_days,is_privacy_protected,ssl_status,ssl_issuer,ssl_valid_days_remaining,ip_address,hosting_country,asn_provider,visual_similarity_score,phishing_probability,malware_signature_match,blacklist_source,social_media_mentions,osint_report_count,redirect_chain_length,has_payment_page,has_login_form,threat_type,risk_score,severity,status,recommended_action,detection_timestamp
DOM00941,wc2026world.org,.org,15,0,0,4,1,0,0,0,0,9,Tucows Domains,10,0,Valid,Sectigo,11,32.236.202.123,China,Amazon AWS,62.3,63.4,0,PhishTank,2,10,4,1,1,Malware Distribution,61,High,Pending Block,"Block Domain, Notify Analysts",2026-03-08 18:44:54
DOM00942,wc2026-official.net,.net,19,0,1,4,1,0,1,0,0,12,OVH SAS,63,1,Valid,GlobalSign,46,132.153.127.203,Romania,Amazon AWS,74.6,80.5,0,Google Safe Browsing,24,12,2,0,1,Brand Impersonation,34,Medium,Notified,Flag for Manual Review,2026-06-25 10:09:37
DOM00943,byjus.com,.com,9,0,0,0,0,0,0,0,0,5,GoDaddy.com LLC,6431,0,Valid,GlobalSign,324,22.73.162.155,Russia,Choopa LLC (Vultr),5.1,7.5,0,,1,0,0,1,1,Legitimate,14,Low,Not Flagged,No Action Needed,2026-05-23 07:40:23
DOM00944,wc2026a.portal.site,.site,19,1,0,4,1,0,0,0,0,13,Namesilo LLC,74,1,Valid,Let's Encrypt,29,154.27.83.112,Romania,G-Core Labs,34.4,90.8,1,OpenPhish,23,1,2,0,1,Malware Distribution,41,Medium,Notified,Flag for Manual Review,2026-05-23 23:07:18
DOM00945,fwc2026official2026.site,.site,24,0,0,8,1,0,1,0,0,16,Porkbun LLC,88,1,Valid,Let's Encrypt,66,44.37.67.4,Ukraine,Hetzner Online GmbH,76.0,96.8,0,OpenPhish,1,12,3,0,1,Brand Impersonation,29,Low,Under Review,Monitor Domain,2026-05-02 01:16:45
DOM00946,fifa2026broadcast2026.cam,.cam,25,0,0,8,1,0,0,1,0,14,GoDaddy.com LLC,102,0,Invalid,Self-Signed,0,51.29.216.216,India,Amazon AWS,80.6,60.3,0,OpenPhish,4,4,3,1,1,Illegal Streaming,64,High,Pending Block,"Block Domain, Notify Analysts",2026-05-31 23:24:24
DOM00947,worldcupa.reward.xyz,.xyz,20,1,0,0,1,0,0,0,1,12,Tucows Domains,14,1,Self-Signed,GlobalSign,60,175.251.236.123,Romania,Hetzner Online GmbH,80.8,90.6,0,Google Safe Browsing,10,0,3,1,1,Phishing,82,High,Pending Block,"Block Domain, Notify Analysts",2026-03-25 04:27:47
DOM00948,worldcup.fan.sale,.sale,17,1,0,0,1,0,0,0,0,8,Tucows Domains,96,1,Invalid,DigiCert,0,249.2.90.29,Germany,Alibaba Cloud,25.4,82.8,0,OpenPhish,7,2,3,0,1,Malware Distribution,38,Medium,Notified,Flag for Manual Review,2026-01-12 15:42:30
DOM00949,fifaworldcuppasses.fit,.fit,22,0,0,0,1,1,0,0,0,6,Dynadot LLC,83,1,Expired,GlobalSign,0,7.18.241.190,China,Alibaba Cloud,34.5,56.8,0,OpenPhish,20,9,3,1,1,Fake Ticketing,43,Medium,Under Review,Flag for Manual Review,2026-06-10 09:15:25
DOM00950,fifa-reward2026.sale,.sale,20,0,1,4,1,0,0,0,1,9,NameCheap Inc,102,0,Expired,GlobalSign,0,69.13.228.218,Germany,G-Core Labs,83.4,67.8,0,URLhaus,13,0,0,1,1,Phishing,54,Medium,Under Review,Flag for Manual Review,2026-04-12 02:17:02
DOM00951,fifa2026.reward2026.top,.top,23,1,0,8,1,0,0,0,1,13,PDR Ltd,112,1,Self-Signed,Self-Signed,15,84.171.35.203,Mexico,Choopa LLC (Vultr),44.2,61.6,0,PhishTank,21,11,2,1,0,Phishing,54,Medium,Under Review,Flag for Manual Review,2026-02-23 12:28:16
DOM00952,flfa-hub2026.net,.net,16,0,1,4,0,0,0,0,0,9,Porkbun LLC,24,1,Expired,Self-Signed,0,103.197.13.107,Mexico,Hetzner Online GmbH,88.9,63.3,0,URLhaus,17,11,4,1,0,Malware Distribution,64,High,Blocked,"Block Domain, Notify Analysts",2026-03-09 09:16:28
DOM00953,fifaworldcupworld.com,.com,21,0,0,0,1,0,0,0,0,5,OVH SAS,117,1,Valid,Let's Encrypt,61,44.69.56.174,Mexico,Alibaba Cloud,92.6,66.9,0,URLhaus,14,3,4,1,1,Malware Distribution,38,Medium,Notified,Flag for Manual Review,2026-04-25 14:36:43
DOM00954,fwc2026fan.online,.online,17,0,0,4,1,0,0,0,0,7,Dynadot LLC,91,0,Self-Signed,GlobalSign,0,247.96.174.1,India,Tencent Cloud,70.8,85.2,0,OpenPhish,19,1,4,1,1,Malware Distribution,59,Medium,Under Review,Flag for Manual Review,2026-05-08 03:05:58
DOM00955,byjus.com,.com,9,0,0,0,0,0,0,0,0,5,Namesilo LLC,2319,0,Valid,DigiCert,137,164.34.216.88,India,Contabo GmbH,12.1,5.2,0,,0,0,0,1,1,Legitimate,1,Low,Not Flagged,No Action Needed,2026-03-13 00:01:33
DOM00956,wc2026.verified26.site,.site,22,1,0,6,1,0,1,0,0,15,OVH SAS,98,1,Invalid,GlobalSign,0,221.130.72.198,Indonesia,Alibaba Cloud,56.5,95.8,0,PhishTank,12,1,0,1,0,Brand Impersonation,44,Medium,Notified,Flag for Manual Review,2026-01-28 05:05:57
DOM00957,fwc2026.world.top,.top,17,1,0,4,1,0,0,0,0,10,Google Domains,115,1,Invalid,DigiCert,0,213.214.103.90,Ukraine,M247 Ltd,61.3,46.5,1,URLhaus,6,4,1,1,1,Malware Distribution,76,High,Notified,"Block Domain, Notify Analysts",2026-05-09 02:47:20
DOM00958,fifa.fan27.info,.info,15,1,0,2,1,0,0,0,0,6,OVH SAS,40,0,Invalid,Self-Signed,0,165.249.217.98,China,Choopa LLC (Vultr),68.2,90.4,0,PhishTank,12,6,0,1,1,Malware Distribution,64,High,Pending Block,"Block Domain, Notify Analysts",2026-06-04 12:27:43
DOM00959,fifa2026.reservation.top,.top,24,1,0,4,1,1,0,0,0,15,Porkbun LLC,61,0,Invalid,Sectigo,0,177.145.238.119,Germany,Tencent Cloud,60.2,53.2,0,Google Safe Browsing,19,7,4,0,1,Fake Ticketing,55,Medium,Under Review,Flag for Manual Review,2026-01-02 19:04:30
DOM00960,flfa2026giveaway.fit,.fit,20,0,0,4,0,0,0,0,1,13,Namesilo LLC,72,1,Self-Signed,Self-Signed,11,206.125.1.168,India,Hetzner Online GmbH,95.2,81.9,0,PhishTank,18,2,4,0,1,Phishing,47,Medium,Notified,Flag for Manual Review,2026-04-15 13:33:35
DOM00961,flfaworldcup.bonus26.site,.site,25,1,0,2,1,0,0,0,1,9,Tucows Domains,30,1,Valid,Let's Encrypt,15,67.185.124.24,Vietnam,G-Core Labs,62.5,68.4,0,Internal OSINT,9,4,4,1,0,Phishing,43,Medium,Under Review,Flag for Manual Review,2026-01-20 17:47:43
DOM00962,wc2026.official.site,.site,20,1,0,4,1,0,1,0,0,12,OVH SAS,109,1,Valid,GlobalSign,81,124.116.187.191,Netherlands,DigitalOcean LLC,75.0,63.1,0,Internal OSINT,21,8,0,0,1,Brand Impersonation,38,Medium,Notified,Flag for Manual Review,2026-04-29 11:21:06
DOM00963,fifa2026-broadcast27.buzz,.buzz,25,0,1,6,1,0,0,1,0,13,Dynadot LLC,6,0,Valid,DigiCert,47,59.58.238.168,Ukraine,M247 Ltd,25.5,71.0,0,URLhaus,1,10,2,0,0,Illegal Streaming,51,Medium,Notified,Flag for Manual Review,2026-01-04 11:30:07
DOM00964,fifa.world27.com,.com,16,1,0,2,1,0,0,0,0,4,OVH SAS,80,1,Valid,Self-Signed,81,125.7.65.170,Mexico,Amazon AWS,73.5,73.6,1,PhishTank,24,10,3,1,1,Malware Distribution,62,High,Blocked,"Block Domain, Notify Analysts",2026-01-23 10:10:02
DOM00965,wc2026.shop.org,.org,15,1,0,4,1,0,0,0,0,11,Dynadot LLC,25,1,Valid,Not Applicable,60,244.94.173.27,India,G-Core Labs,54.2,79.6,0,Internal OSINT,13,5,0,1,0,Malware Distribution,61,High,Blocked,"Block Domain, Notify Analysts",2026-03-13 01:41:39
DOM00966,fifaworldcupstore.club,.club,22,0,0,0,1,0,0,0,0,5,GoDaddy.com LLC,35,0,Valid,Sectigo,24,232.47.226.70,China,Contabo GmbH,90.5,45.6,0,PhishTank,13,5,1,0,0,Malware Distribution,51,Medium,Notified,Flag for Manual Review,2026-06-05 10:07:34
DOM00967,fwc2026.bonus.sale,.sale,18,1,0,4,1,0,0,0,1,11,Name.com Inc,15,0,Valid,Let's Encrypt,88,106.58.230.133,United States,Contabo GmbH,64.3,58.7,1,URLhaus,2,2,0,0,1,Phishing,65,High,Blocked,"Block Domain, Notify Analysts",2026-05-29 09:46:48
DOM00968,fifa2026-gift.sale,.sale,18,0,1,4,1,0,0,0,1,9,Google Domains,41,1,Self-Signed,Self-Signed,44,9.39.83.114,Ukraine,Amazon AWS,58.8,87.6,0,URLhaus,20,12,4,0,0,Phishing,52,Medium,Notified,Flag for Manual Review,2026-03-02 11:07:35
DOM00969,fifa.giveaway2026.com,.com,21,1,0,4,1,0,0,0,1,13,Namesilo LLC,107,1,Valid,Not Applicable,18,42.246.201.89,India,Choopa LLC (Vultr),31.4,55.4,0,PhishTank,3,7,0,1,1,Phishing,27,Low,Under Review,Monitor Domain,2026-01-15 00:54:19
DOM00970,wc2026-official2027.org,.org,23,0,1,8,1,0,1,0,0,16,OVH SAS,83,1,Self-Signed,GlobalSign,30,127.118.218.54,United States,Alibaba Cloud,88.0,45.9,0,Internal OSINT,13,5,0,0,0,Brand Impersonation,56,Medium,Under Review,Flag for Manual Review,2026-02-08 20:11:10
DOM00971,wc2026a.ticket.club,.club,19,1,0,4,1,1,0,0,0,13,Namesilo LLC,116,1,Expired,Not Applicable,0,56.216.78.124,Ukraine,OVH SAS,83.7,72.7,0,URLhaus,15,5,3,1,0,Fake Ticketing,63,High,Blocked,"Block Domain, Notify Analysts",2026-03-16 22:41:57
DOM00972,wc2026-freetv26.com,.com,19,0,1,6,1,0,0,1,0,14,Namesilo LLC,48,1,Valid,Self-Signed,34,102.139.122.228,Ukraine,Contabo GmbH,83.1,90.3,0,OpenPhish,11,5,4,0,0,Illegal Streaming,47,Medium,Notified,Flag for Manual Review,2026-06-17 16:43:27
DOM00973,coca-cola.com,.com,13,0,1,0,0,0,0,0,0,8,NameCheap Inc,3414,0,Valid,Sectigo,341,15.36.90.133,Ukraine,DigitalOcean LLC,0.8,6.7,0,,0,0,0,1,1,Legitimate,3,Low,Not Flagged,No Action Needed,2026-05-28 14:15:26
DOM00974,worldcup-live2027.help,.help,22,0,1,4,1,0,0,1,0,13,Name.com Inc,38,1,Invalid,Not Applicable,0,249.131.163.57,China,Choopa LLC (Vultr),83.6,45.4,0,URLhaus,0,6,3,1,1,Illegal Streaming,79,High,Blocked,"Block Domain, Notify Analysts",2026-07-02 14:40:09
DOM00975,fwc2026.score.info,.info,18,1,0,4,1,0,0,0,1,11,Dynadot LLC,32,1,Invalid,Self-Signed,0,70.205.221.68,India,G-Core Labs,21.3,80.5,1,Google Safe Browsing,7,1,4,0,1,Phishing,70,High,Blocked,"Block Domain, Notify Analysts",2026-07-01 21:43:01
DOM00976,fwc2026.authorised.site,.site,23,1,0,4,1,0,1,0,0,15,PDR Ltd,63,1,Self-Signed,DigiCert,52,12.130.41.20,Ukraine,Tencent Cloud,94.4,52.0,0,URLhaus,20,3,3,0,1,Brand Impersonation,59,Medium,Notified,Flag for Manual Review,2026-03-12 04:37:35
DOM00977,worldcup.reservation.shop,.shop,25,1,0,0,1,1,0,0,0,16,NameCheap Inc,98,0,Self-Signed,Let's Encrypt,86,121.146.154.80,Mexico,Choopa LLC (Vultr),50.6,70.9,0,PhishTank,5,9,2,1,0,Fake Ticketing,43,Medium,Under Review,Flag for Manual Review,2026-04-09 21:09:14
DOM00978,flfa-prize2027.cam,.cam,18,0,1,4,0,0,0,0,1,10,Google Domains,114,1,Invalid,GlobalSign,0,158.60.231.109,Vietnam,Alibaba Cloud,53.5,89.1,0,PhishTank,18,5,1,0,1,Phishing,42,Medium,Notified,Flag for Manual Review,2026-05-22 04:03:13
DOM00979,wc2026-hub2027.xyz,.xyz,18,0,1,8,1,0,0,0,0,14,Name.com Inc,14,0,Valid,Sectigo,29,122.31.216.51,Germany,Contabo GmbH,33.5,63.8,0,Google Safe Browsing,23,5,1,1,1,Malware Distribution,54,Medium,Notified,Flag for Manual Review,2026-06-20 13:09:45
DOM00980,fifa2026.stream.fit,.fit,19,1,0,4,1,0,0,1,0,11,OVH SAS,69,1,Expired,Sectigo,0,107.109.91.123,Netherlands,Choopa LLC (Vultr),23.3,40.2,0,Internal OSINT,25,12,0,1,1,Illegal Streaming,57,Medium,Under Review,Flag for Manual Review,2026-06-22 20:52:55
DOM00981,fifa-authentic26.shop,.shop,21,0,1,2,1,0,1,0,0,11,NameCheap Inc,31,1,Invalid,Self-Signed,0,236.2.67.107,Romania,Contabo GmbH,31.1,93.1,0,Internal OSINT,0,5,3,1,1,Brand Impersonation,56,Medium,Under Review,Flag for Manual Review,2026-02-14 16:54:54
DOM00982,fifafreetv.click,.click,16,0,0,0,1,0,0,1,0,6,Dynadot LLC,107,1,Self-Signed,Sectigo,56,223.105.241.250,Mexico,Hetzner Online GmbH,29.0,61.5,0,Google Safe Browsing,3,1,4,1,0,Illegal Streaming,37,Medium,Under Review,Flag for Manual Review,2026-01-27 21:03:52
DOM00983,fifa-ticket.top,.top,15,0,1,0,1,1,0,0,0,7,Name.com Inc,103,1,Valid,Not Applicable,64,154.137.123.174,India,Amazon AWS,43.2,59.1,0,Google Safe Browsing,2,7,3,1,1,Fake Ticketing,39,Medium,Under Review,Flag for Manual Review,2026-03-15 01:25:16
DOM00984,wc2026-prize.cam,.cam,16,0,1,4,1,0,0,0,1,11,Name.com Inc,11,0,Invalid,Not Applicable,0,58.94.95.201,Brazil,G-Core Labs,64.2,84.9,0,Google Safe Browsing,3,6,0,0,1,Phishing,77,High,Pending Block,"Block Domain, Notify Analysts",2026-01-22 19:00:23
DOM00985,fifastream27.click,.click,18,0,0,2,1,0,0,1,0,7,Tucows Domains,39,1,Invalid,Sectigo,0,77.231.3.203,Germany,Alibaba Cloud,20.5,43.2,1,Google Safe Browsing,19,8,1,1,1,Illegal Streaming,66,High,Pending Block,"Block Domain, Notify Analysts",2026-04-08 15:20:09
DOM00986,fifaworldcup-official2026.click,.click,31,0,1,4,1,0,1,0,0,13,Namesilo LLC,92,1,Invalid,DigiCert,0,156.40.22.139,China,Hetzner Online GmbH,28.4,40.0,0,Google Safe Browsing,24,12,2,0,1,Brand Impersonation,47,Medium,Notified,Flag for Manual Review,2026-01-29 08:04:17
DOM00987,worldcup-authentic.xyz,.xyz,22,0,1,0,1,0,1,0,0,14,NameCheap Inc,42,0,Valid,GlobalSign,37,224.56.21.20,United States,Alibaba Cloud,35.4,92.4,0,Google Safe Browsing,19,10,2,1,0,Brand Impersonation,39,Medium,Notified,Flag for Manual Review,2026-03-13 11:19:37
DOM00988,fifa.giveaway.help,.help,18,1,0,0,1,0,0,0,1,9,NameCheap Inc,42,1,Expired,DigiCert,0,120.131.81.165,United States,Hetzner Online GmbH,47.3,66.6,0,OpenPhish,5,10,4,1,1,Phishing,57,Medium,Under Review,Flag for Manual Review,2026-02-07 13:07:59
DOM00989,worldcupbooking26.click,.click,23,0,0,2,1,1,0,0,0,13,PDR Ltd,116,1,Invalid,Self-Signed,0,157.16.130.36,India,Hetzner Online GmbH,68.9,51.0,0,Google Safe Browsing,4,4,1,1,1,Fake Ticketing,60,Medium,Under Review,Flag for Manual Review,2026-01-12 05:38:03
DOM00990,fwc2026areward27.online,.online,23,0,0,6,1,0,0,0,1,13,NameCheap Inc,100,0,Invalid,Sectigo,0,45.203.195.176,Romania,OVH SAS,69.3,98.2,0,URLhaus,22,8,4,0,1,Phishing,47,Medium,Under Review,Flag for Manual Review,2026-03-03 22:43:42
DOM00991,fifa2026-portal.buzz,.buzz,20,0,1,4,1,0,0,0,0,11,PDR Ltd,58,1,Valid,Sectigo,82,249.251.220.136,Brazil,G-Core Labs,86.2,67.3,1,URLhaus,23,12,2,1,1,Malware Distribution,69,High,Blocked,"Block Domain, Notify Analysts",2026-06-16 05:41:42
DOM00992,fifa2026.store.cam,.cam,18,1,0,4,1,0,0,0,0,10,Dynadot LLC,94,1,Invalid,Not Applicable,0,143.238.24.115,United States,DigitalOcean LLC,42.7,42.6,0,URLhaus,18,11,4,1,0,Malware Distribution,47,Medium,Notified,Flag for Manual Review,2026-02-10 17:52:59
DOM00993,flfa2026.stream27.sale,.sale,22,1,0,6,0,0,0,1,0,13,GoDaddy.com LLC,106,0,Self-Signed,Let's Encrypt,44,221.106.182.56,Indonesia,OVH SAS,90.6,77.2,0,OpenPhish,0,10,4,1,1,Illegal Streaming,50,Medium,Under Review,Flag for Manual Review,2026-04-05 08:13:26
DOM00994,fifa.tickets.net,.net,16,1,0,0,1,1,0,0,0,8,Google Domains,82,0,Self-Signed,Sectigo,26,54.235.208.142,Ukraine,M247 Ltd,41.2,82.1,0,URLhaus,12,10,1,1,1,Fake Ticketing,52,Medium,Under Review,Flag for Manual Review,2026-05-08 21:52:08
DOM00995,fifa.passes.click,.click,17,1,0,0,1,1,0,0,0,7,NameCheap Inc,83,1,Invalid,Not Applicable,0,70.219.36.72,China,OVH SAS,46.7,97.7,0,URLhaus,2,5,3,0,1,Fake Ticketing,56,Medium,Notified,Flag for Manual Review,2026-07-02 23:55:09
DOM00996,fifa2026-pass27.sale,.sale,20,0,1,6,1,0,0,0,0,11,PDR Ltd,113,1,Valid,Self-Signed,66,238.223.145.4,Brazil,Alibaba Cloud,56.7,63.2,1,Google Safe Browsing,24,5,3,0,0,Malware Distribution,41,Medium,Under Review,Flag for Manual Review,2026-02-23 05:58:41
DOM00997,fwc202626.buzz,.buzz,14,0,0,6,1,0,0,0,0,8,GoDaddy.com LLC,86,1,Invalid,Sectigo,0,229.166.59.151,Romania,Contabo GmbH,53.9,90.0,0,OpenPhish,22,7,2,0,1,Malware Distribution,53,Medium,Under Review,Flag for Manual Review,2026-03-09 09:39:19
DOM00998,fifagiveaway.net,.net,16,0,0,0,1,0,0,0,1,8,PDR Ltd,15,1,Self-Signed,DigiCert,64,68.9.88.254,Netherlands,M247 Ltd,35.6,46.2,1,OpenPhish,21,6,0,1,1,Phishing,93,Critical,Pending Block,"Block Domain, Notify Analysts",2026-05-30 23:59:11
DOM00999,wc2026-authentic.online,.online,23,0,1,4,1,0,1,0,0,15,OVH SAS,15,1,Invalid,Let's Encrypt,0,21.150.202.227,Brazil,Tencent Cloud,54.7,52.1,1,URLhaus,10,0,3,1,1,Brand Impersonation,93,Critical,Blocked,"Block Domain, Notify Analysts",2026-06-07 21:31:56
DOM01000,wc2026.live26.top,.top,17,1,0,6,1,0,0,1,0,12,NameCheap Inc,46,0,Invalid,Not Applicable,0,175.86.234.72,Indonesia,G-Core Labs,33.8,42.7,0,Google Safe Browsing,16,3,3,0,0,Illegal Streaming,55,Medium,Notified,Flag for Manual Review,2026-06-26 00:44:13
DOM01001,tickets.fifa.com,.com,16,1,0,0,1,1,0,0,0,8,Tucows Domains,8375,0,Valid,DigiCert,105,94.31.136.94,Brazil,Hetzner Online GmbH,6.5,5.2,0,,0,0,0,0,1,Legitimate,3,Low,Not Flagged,No Action Needed,2026-02-03 14:19:20
DOM01002,wc2026.fan.com,.com,14,1,0,4,1,0,0,0,0,8,Name.com Inc,30,1,Self-Signed,Not Applicable,62,123.125.188.93,Mexico,Tencent Cloud,34.9,55.5,0,URLhaus,18,3,1,1,1,Malware Distribution,63,High,Pending Block,"Block Domain, Notify Analysts",2026-03-23 12:57:53
DOM01003,fifaworldcupstore2027.shop,.shop,26,0,0,4,1,0,0,0,0,9,OVH SAS,24,1,Self-Signed,Self-Signed,62,78.226.232.53,Romania,Hetzner Online GmbH,64.1,76.4,0,OpenPhish,13,9,1,1,1,Malware Distribution,78,High,Notified,"Block Domain, Notify Analysts",2026-05-04 14:42:21
DOM01004,fwc2026.reservation.net,.net,23,1,0,4,1,1,0,0,0,17,Name.com Inc,63,0,Valid,Not Applicable,13,133.117.119.61,United States,G-Core Labs,62.9,86.9,0,PhishTank,3,1,0,0,1,Fake Ticketing,30,Low,Under Review,Monitor Domain,2026-05-06 06:28:16
DOM01005,fifaworldcup-zone.click,.click,23,0,1,0,1,0,0,0,0,5,Name.com Inc,97,0,Self-Signed,Sectigo,66,40.127.132.13,Brazil,G-Core Labs,41.9,95.4,1,OpenPhish,20,2,3,1,1,Malware Distribution,76,High,Pending Block,"Block Domain, Notify Analysts",2026-04-26 20:11:13
DOM01006,fwc2026alive.info,.info,17,0,0,4,1,0,0,1,0,10,Name.com Inc,60,0,Self-Signed,DigiCert,16,171.236.8.118,Mexico,Contabo GmbH,74.2,57.7,0,URLhaus,11,1,3,0,1,Illegal Streaming,46,Medium,Notified,Flag for Manual Review,2026-06-19 02:00:52
DOM01007,fifa2026-fan2027.cam,.cam,20,0,1,8,1,0,0,0,0,12,Namesilo LLC,16,1,Valid,Sectigo,5,54.28.126.97,Vietnam,M247 Ltd,46.6,82.3,0,OpenPhish,25,8,2,0,1,Malware Distribution,56,Medium,Under Review,Flag for Manual Review,2026-06-08 22:41:15
DOM01008,worldcupauthentic2026.online,.online,28,0,0,4,1,0,1,0,0,17,PDR Ltd,94,1,Valid,Sectigo,3,22.194.11.103,Vietnam,Contabo GmbH,79.1,78.8,0,URLhaus,0,2,1,0,1,Brand Impersonation,43,Medium,Under Review,Flag for Manual Review,2026-03-17 08:58:36
DOM01009,fifa2026.26.click,.click,17,1,0,6,1,0,0,0,0,7,Name.com Inc,108,0,Self-Signed,Not Applicable,39,246.252.219.35,Brazil,Contabo GmbH,35.8,82.1,1,URLhaus,18,4,2,1,0,Malware Distribution,62,High,Blocked,"Block Domain, Notify Analysts",2026-03-02 20:04:24
DOM01010,fifa-stream.site,.site,16,0,1,0,1,0,0,1,0,7,PDR Ltd,21,1,Expired,Not Applicable,0,100.76.220.99,Russia,Alibaba Cloud,36.7,71.6,0,PhishTank,4,11,2,1,1,Illegal Streaming,74,High,Blocked,"Block Domain, Notify Analysts",2026-05-08 23:05:13
DOM01011,fifa2026-stream.com,.com,19,0,1,4,1,0,0,1,0,11,Dynadot LLC,24,1,Valid,Self-Signed,70,81.225.120.108,India,Choopa LLC (Vultr),92.7,96.9,0,URLhaus,24,2,4,0,1,Illegal Streaming,62,High,Pending Block,"Block Domain, Notify Analysts",2026-03-05 17:22:12
DOM01012,worldcupofficial27.net,.net,22,0,0,2,1,0,1,0,0,14,OVH SAS,85,1,Invalid,Self-Signed,0,75.239.183.81,Romania,G-Core Labs,60.5,64.2,1,PhishTank,9,12,0,0,1,Brand Impersonation,71,High,Blocked,"Block Domain, Notify Analysts",2026-06-26 03:59:17
DOM01013,fifa-authorised.help,.help,20,0,1,0,1,0,1,0,0,10,NameCheap Inc,60,1,Self-Signed,GlobalSign,86,105.1.136.206,Brazil,OVH SAS,62.4,50.5,0,Internal OSINT,2,2,3,0,1,Brand Impersonation,57,Medium,Notified,Flag for Manual Review,2026-02-07 06:34:17
DOM01014,flfaworldcup-passes.online,.online,26,0,1,0,1,1,0,0,0,8,NameCheap Inc,106,0,Invalid,Not Applicable,0,243.16.123.198,Germany,Amazon AWS,64.8,92.4,0,PhishTank,0,9,4,1,1,Fake Ticketing,49,Medium,Notified,Flag for Manual Review,2026-02-27 18:57:28
DOM01015,flfaticket.club,.club,15,0,0,0,0,1,0,0,0,7,Porkbun LLC,68,1,Expired,Not Applicable,0,104.60.148.178,Germany,Contabo GmbH,39.2,78.9,0,URLhaus,9,5,2,1,1,Fake Ticketing,37,Medium,Under Review,Flag for Manual Review,2026-06-15 00:59:18
DOM01016,fifa.giveaway2027.shop,.shop,22,1,0,4,1,0,0,0,1,13,NameCheap Inc,91,1,Invalid,DigiCert,0,242.32.96.95,Ukraine,DigitalOcean LLC,61.8,96.4,0,Google Safe Browsing,17,11,4,1,1,Phishing,64,High,Blocked,"Block Domain, Notify Analysts",2026-01-16 14:42:01
DOM01017,fwc2026.reservation2027.com,.com,27,1,0,8,1,1,0,0,0,21,Porkbun LLC,57,1,Valid,Sectigo,21,137.233.40.94,China,G-Core Labs,96.2,77.1,0,Internal OSINT,3,2,2,0,0,Fake Ticketing,38,Medium,Under Review,Flag for Manual Review,2026-05-15 03:14:39
DOM01018,wanda-group.com,.com,15,0,1,0,0,0,0,0,0,9,Namesilo LLC,3853,0,Valid,DigiCert,97,111.148.138.122,United States,Amazon AWS,4.9,4.9,0,,0,0,0,0,0,Legitimate,4,Low,Not Flagged,No Action Needed,2026-04-12 19:39:13
DOM01019,fifa2026authentic26.help,.help,24,0,0,6,1,0,1,0,0,14,Name.com Inc,21,1,Self-Signed,Self-Signed,57,98.206.41.214,Indonesia,Amazon AWS,65.9,66.1,0,Google Safe Browsing,15,3,0,1,1,Brand Impersonation,87,Critical,Pending Block,"Block Domain, Notify Analysts",2026-04-18 07:55:55
DOM01020,fwc2026.authorised2027.xyz,.xyz,26,1,0,8,1,0,1,0,0,17,Namesilo LLC,18,1,Invalid,Self-Signed,0,82.59.54.246,Brazil,M247 Ltd,70.4,49.5,0,URLhaus,18,5,0,1,1,Brand Impersonation,87,Critical,Blocked,"Block Domain, Notify Analysts",2026-05-23 00:34:34
DOM01021,worldcupstore.net,.net,17,0,0,0,1,0,0,0,0,9,Porkbun LLC,4,1,Valid,Not Applicable,21,88.49.90.58,China,DigitalOcean LLC,31.0,60.6,1,OpenPhish,8,11,2,0,0,Malware Distribution,62,High,Blocked,"Block Domain, Notify Analysts",2026-06-07 14:15:56
DOM01022,hyundai.com,.com,11,0,0,0,0,0,0,0,0,6,GoDaddy.com LLC,1417,0,Valid,GlobalSign,146,114.122.138.236,India,Hetzner Online GmbH,0.0,1.1,0,,1,0,0,1,0,Legitimate,15,Low,Not Flagged,No Action Needed,2026-06-02 02:17:27
DOM01023,flfaworldcup.hub.online,.online,23,1,0,0,1,0,0,0,0,5,Namesilo LLC,101,0,Invalid,Let's Encrypt,0,10.243.69.126,Romania,DigitalOcean LLC,29.7,79.0,0,Internal OSINT,25,4,0,1,0,Malware Distribution,46,Medium,Notified,Flag for Manual Review,2026-03-27 20:08:33
DOM01024,fifa2026.ticket2027.cam,.cam,23,1,0,8,1,1,0,0,0,14,Porkbun LLC,27,1,Valid,DigiCert,88,83.200.104.135,China,Alibaba Cloud,80.8,74.5,1,PhishTank,2,4,4,1,0,Fake Ticketing,71,High,Notified,"Block Domain, Notify Analysts",2026-02-27 21:19:57
DOM01025,worldcup-bonus2026.live,.live,23,0,1,4,1,0,0,1,1,14,GoDaddy.com LLC,98,1,Valid,Self-Signed,68,50.246.206.2,Germany,Amazon AWS,92.9,81.3,0,Internal OSINT,13,5,2,0,1,Phishing,43,Medium,Notified,Flag for Manual Review,2026-07-02 00:21:42
DOM01026,fifa2026-authentic.fit,.fit,22,0,1,4,1,0,1,0,0,13,PDR Ltd,29,0,Valid,Self-Signed,19,84.90.20.109,Netherlands,Hetzner Online GmbH,51.0,85.4,0,OpenPhish,4,11,2,1,1,Brand Impersonation,52,Medium,Under Review,Flag for Manual Review,2026-04-07 21:27:51
